,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
16,900,17,0.0682222843170166,True,7,913,9
17,900,18,0.009231805801391602,True,2,65,4
18,900,19,2.7163100242614746,True,11,30644,150
19,900,20,0.08329939842224121,True,8,1082,10
20,900,21,2.425832748413086,True,11,27266,138
21,900,22,0.1230919361114502,True,10,1628,12
22,900,23,0.7492859363555908,True,13,8873,47
23,900,24,0.3079805374145508,True,12,3916,24
24,900,25,0.04335212707519531,True,5,550,7
25,900,26,16.989325523376465,False,,167725,801
26,900,27,0.1454925537109375,True,11,1967,13
27,900,28,0.08259320259094238,True,8,1060,10
28,900,29,0.5179908275604248,True,11,6443,35
29,900,30,6.9501612186431885,True,14,73137,356
30,900,31,16.757410526275635,False,,166307,801
31,900,32,17.066345691680908,False,,169227,801
32,900,33,3.1595003604888916,True,13,36109,173
33,900,34,0.3505678176879883,True,12,4492,26
34,900,35,0.19610118865966797,True,11,2146,15
35,900,36,0.0875556468963623,True,8,1130,10
36,900,37,0.23609519004821777,True,11,3089,19
37,900,38,16.877602577209473,False,,164488,801
38,900,39,0.10950946807861328,True,9,1441,11
39,900,40,16.65423345565796,False,,164649,801
40,900,41,16.915250539779663,False,,168244,801
41,900,42,0.06430673599243164,True,6,860,8
42,900,43,0.13188838958740234,True,11,1738,13
43,900,44,0.12091875076293945,True,10,1622,12
44,900,45,17.034139394760132,False,,168381,801
45,900,46,16.583102226257324,False,,167842,801
46,900,47,16.855777978897095,False,,167344,801
47,900,48,16.620558500289917,False,,164719,801
48,900,49,16.936556577682495,False,,168472,801
49,900,50,16.961713552474976,False,,165752,801
50,900,51,16.98689556121826,False,,165573,801
51,900,52,0.11687588691711426,True,10,1546,12
52,900,53,16.833158493041992,False,,166701,801
53,900,54,16.942346334457397,False,,165016,801
54,900,55,5.325995683670044,True,13,56813,276
55,900,56,17.186330318450928,False,,169063,801
56,900,57,16.70853853225708,False,,167507,801
57,900,58,16.8526713848114,False,,166995,801
58,900,59,16.941937685012817,False,,174589,801
59,900,60,16.5973482131958,False,,164894,801
60,900,61,16.856929540634155,False,,166739,801
61,900,62,0.033666133880615234,True,4,443,6
62,900,63,16.848727703094482,False,,168368,801
63,900,64,16.8598051071167,False,,166619,801
64,900,65,16.76251530647278,False,,167816,801
65,900,66,16.92141580581665,False,,166730,801
66,900,67,16.738224267959595,False,,167385,801
67,900,68,16.905501127243042,False,,171214,801
68,900,69,16.742086172103882,False,,165931,801
69,900,70,16.79536008834839,False,,167494,801
